show_id,type,title,title_Cleaned,director,director_Cleaned,cast,country,date_added,release_year,rating,duration,duration_minutes,duration_seasons,listed_in,description
s4216,TV Show,Show 4216,Show 4216,John Smith,John Smith,"Actor A, Actor B, Actor C",United Kingdom,04-08-2018,2021,PG,168 min,168,,Drama,Sample description of the show
s4217,Movie,Show 4217,Show 4217,Chris Nolan,Chris Nolan,,United Kingdom,05-03-2022,2008,,7 Seasons,,7,Romance,Sample description of the show
s4218,TV Show,Show 4218,Show 4218,John Smith,John Smith,"Actor A, Actor B, Actor C",South Korea,25-01-2021,2015,PG-13,171 min,171,,Action,Sample description of the show
s4220,TV Show,Show 4220,Show 4220,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Canada,14-06-2018,2016,R,157 min,157,,Horror,Sample description of the show
s4221,TV Show,Show 4221,Show 4221,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,19-09-2019,1985,PG-13,136 min,136,,Thriller,Sample description of the show
s4222,TV Show,Show 4222,Show 4222,Chris Nolan,Chris Nolan,,United States,29-03-2018,1984,TV-MA,5 Seasons,,5,Drama,Sample description of the show
s4223,Movie,Show 4223,Show 4223,,,"Actor A, Actor B, Actor C",Japan,12-10-2016,2023,TV-PG,133 min,133,,Thriller,Sample description of the show
s4224,Movie,Show 4224,Show 4224,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,14-03-2018,2008,TV-PG,8 Seasons,,8,Action,Sample description of the show
s4225,TV Show,Show 4225,Show 4225,Chris Nolan,Chris Nolan,,,17-05-2021,1997,TV-PG,2 Seasons,,2,Thriller,Sample description of the show
s4226,Movie,Show 4226,Show 4226,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Japan,31-12-2016,2007,,134 min,134,,Romance,Sample description of the show
s4227,Movie,Show 4227,Show 4227,,,"Actor A, Actor B, Actor C",Canada,07-12-2015,1996,,8 Seasons,,8,Documentary,Sample description of the show
s4228,TV Show,Show 4228,Show 4228,,,"Actor A, Actor B, Actor C",,30-12-2022,1988,TV-MA,155 min,155,,Comedy,Sample description of the show
s4229,TV Show,Show 4229,Show 4229,John Smith,John Smith,"Actor A, Actor B, Actor C",India,,1988,G,93 min,93,,Thriller,Sample description of the show
s4230,TV Show,Show 4230,Show 4230,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Canada,21-07-2015,1984,R,140 min,140,,Comedy,Sample description of the show
s4231,Movie,Show 4231,Show 4231,John Smith,John Smith,"Actor A, Actor B, Actor C",United Kingdom,04-08-2015,1985,,6 Seasons,,6,Drama,Sample description of the show
s4232,Movie,Show 4232,Show 4232,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",,10-10-2017,2012,R,2 Seasons,,2,Comedy,Sample description of the show
s4233,TV Show,Show 4233,Show 4233,John Smith,John Smith,"Actor A, Actor B, Actor C",South Korea,06-10-2021,2010,PG-13,2 Seasons,,2,Action,Sample description of the show
s4234,Movie,Show 4234,Show 4234,John Smith,John Smith,"Actor A, Actor B, Actor C",South Korea,15-05-2015,1992,TV-MA,136 min,136,,Action,Sample description of the show
s4235,TV Show,Show 4235,Show 4235,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",South Korea,18-12-2016,2015,G,158 min,158,,Thriller,Sample description of the show
s4236,Movie,Show 4236,Show 4236,,,"Actor A, Actor B, Actor C",Canada,22-12-2016,1980,G,8 Seasons,,8,Documentary,Sample description of the show
s4237,TV Show,Show 4237,Show 4237,John Smith,John Smith,"Actor A, Actor B, Actor C",Japan,08-05-2018,1986,TV-PG,100 min,100,,Comedy,Sample description of the show
s4238,Movie,Show 4238,Show 4238,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,31-03-2016,2006,TV-PG,176 min,176,,Thriller,Sample description of the show
s4239,TV Show,Show 4239,Show 4239,Raj Malhotra,Raj Malhotra,,India,,1991,PG-13,134 min,134,,Comedy,Sample description of the show
s4240,Movie,Show 4240,Show 4240,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Canada,17-12-2022,1981,G,6 Seasons,,6,Romance,Sample description of the show
s4241,Movie,Show 4241,Show 4241,John Smith,John Smith,,United States,05-12-2022,1981,G,106 min,106,,Horror,Sample description of the show
s4242,TV Show,Show 4242,Show 4242,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",United Kingdom,07-08-2022,1996,,2 Seasons,,2,Romance,Sample description of the show
s4243,TV Show,Show 4243,Show 4243,John Smith,John Smith,"Actor A, Actor B, Actor C",United Kingdom,22-10-2021,2010,TV-PG,6 Seasons,,6,Drama,Sample description of the show
s4244,Movie,Show 4244,Show 4244,,,,Japan,12-01-2019,2008,,116 min,116,,Documentary,Sample description of the show
s4245,Movie,Show 4245,Show 4245,John Smith,John Smith,"Actor A, Actor B, Actor C",,06-05-2015,2019,G,3 Seasons,,3,Thriller,Sample description of the show
s4246,TV Show,Show 4246,Show 4246,Anita Desai,Anita Desai,,Canada,27-08-2017,2007,R,135 min,135,,Romance,Sample description of the show
s4247,TV Show,Show 4247,Show 4247,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",South Korea,21-12-2020,2007,TV-14,103 min,103,,Comedy,Sample description of the show
s4248,TV Show,Show 4248,Show 4248,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United Kingdom,,1990,TV-PG,4 Seasons,,4,Horror,Sample description of the show
s4249,Movie,Show 4249,Show 4249,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",South Korea,07-06-2019,1999,G,5 Seasons,,5,Romance,Sample description of the show
s4250,TV Show,Show 4250,Show 4250,Anita Desai,Anita Desai,,United Kingdom,21-05-2021,2003,R,163 min,163,,Thriller,Sample description of the show
s4251,TV Show,Show 4251,Show 4251,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United Kingdom,04-12-2018,2022,G,129 min,129,,Romance,Sample description of the show
s4252,Movie,Show 4252,Show 4252,,,"Actor A, Actor B, Actor C",,20-02-2023,1995,R,3 Seasons,,3,Action,Sample description of the show
s4253,Movie,Show 4253,Show 4253,,,"Actor A, Actor B, Actor C",Japan,23-12-2022,1980,PG-13,2 Seasons,,2,Thriller,Sample description of the show
s4254,Movie,Show 4254,Show 4254,,,"Actor A, Actor B, Actor C",India,23-09-2016,2014,PG,1 Seasons,,1,Horror,Sample description of the show
s4255,Movie,Show 4255,Show 4255,John Smith,John Smith,"Actor A, Actor B, Actor C",Japan,04-08-2018,2018,TV-MA,173 min,173,,Documentary,Sample description of the show
s4256,TV Show,Show 4256,Show 4256,John Smith,John Smith,"Actor A, Actor B, Actor C",United States,04-04-2016,1990,G,7 Seasons,,7,Romance,Sample description of the show
s4257,TV Show,Show 4257,Show 4257,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",United States,04-12-2022,2009,PG,174 min,174,,Romance,Sample description of the show
s4258,Movie,Show 4258,Show 4258,,,"Actor A, Actor B, Actor C",India,29-05-2018,2018,TV-PG,3 Seasons,,3,Comedy,Sample description of the show
s4259,TV Show,Show 4259,Show 4259,John Smith,John Smith,"Actor A, Actor B, Actor C",India,13-04-2015,1994,G,2 Seasons,,2,Horror,Sample description of the show
s4260,Movie,Show 4260,Show 4260,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",,08-04-2016,2009,TV-14,6 Seasons,,6,Comedy,Sample description of the show
s4261,Movie,Show 4261,Show 4261,,,"Actor A, Actor B, Actor C",South Korea,04-08-2017,2010,G,143 min,143,,Horror,Sample description of the show
s4262,Movie,Show 4262,Show 4262,John Smith,John Smith,"Actor A, Actor B, Actor C",United States,22-08-2020,1980,,104 min,104,,Horror,Sample description of the show
s4263,TV Show,Show 4263,Show 4263,John Smith,John Smith,"Actor A, Actor B, Actor C",United Kingdom,21-02-2018,1992,TV-14,92 min,92,,Horror,Sample description of the show
s4264,TV Show,Show 4264,Show 4264,,,"Actor A, Actor B, Actor C",Japan,25-11-2020,2007,,89 min,89,,Horror,Sample description of the show
s4265,Movie,Show 4265,Show 4265,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Canada,25-05-2020,1983,TV-MA,143 min,143,,Horror,Sample description of the show
s4266,TV Show,Show 4266,Show 4266,,,"Actor A, Actor B, Actor C",Canada,24-09-2017,1998,PG-13,1 Seasons,,1,Romance,Sample description of the show
s4267,Movie,Show 4267,Show 4267,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Japan,22-12-2015,1983,TV-14,169 min,169,,Action,Sample description of the show
s4268,Movie,SHOW 4268,Show 4268,,,"Actor A, Actor B, Actor C",India,01-03-2016,1981,PG-13,6 Seasons,,6,Action,Sample description of the show
s4269,Movie,Show 4269,Show 4269,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United States,04-12-2022,2022,G,1 Seasons,,1,Documentary,Sample description of the show
s4270,Movie,Show 4270,Show 4270,John Smith,John Smith,"Actor A, Actor B, Actor C",India,17-05-2022,1996,TV-PG,96 min,96,,Documentary,Sample description of the show
s4271,TV Show,Show 4271,Show 4271,John Smith,John Smith,"Actor A, Actor B, Actor C",,04-10-2015,1997,PG-13,103 min,103,,Horror,Sample description of the show
s4272,TV Show,Show 4272,Show 4272,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,03-07-2015,2018,TV-MA,5 Seasons,,5,Action,Sample description of the show
s4273,TV Show,Show 4273,Show 4273,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",India,28-06-2022,1992,TV-14,96 min,96,,Action,Sample description of the show
s4274,Movie,Show 4274,Show 4274,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",South Korea,30-08-2019,2002,R,113 min,113,,Horror,Sample description of the show
s4275,TV Show,Show 4275,Show 4275,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",South Korea,19-02-2016,2006,PG-13,4 Seasons,,4,Comedy,Sample description of the show
s4276,Movie,Show 4276,Show 4276,Chris Nolan,Chris Nolan,,United States,13-06-2016,1985,TV-MA,166 min,166,,Comedy,Sample description of the show
s4277,Movie,Show 4277,Show 4277,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",,15-07-2021,2000,,94 min,94,,Thriller,Sample description of the show
s4278,Movie,Show 4278,Show 4278,,,"Actor A, Actor B, Actor C",United Kingdom,07-05-2019,2011,TV-PG,146 min,146,,Action,Sample description of the show
s4279,Movie,Show 4279,Show 4279,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",India,03-03-2022,2001,G,129 min,129,,Action,Sample description of the show
s4280,Movie,Show 4280,Show 4280,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",India,28-11-2015,2003,,151 min,151,,Romance,Sample description of the show
s4281,Movie,Show 4281,Show 4281,John Smith,John Smith,"Actor A, Actor B, Actor C",,31-05-2016,2012,TV-MA,133 min,133,,Drama,Sample description of the show
s4282,TV Show,Show 4282,Show 4282,John Smith,John Smith,"Actor A, Actor B, Actor C",United States,28-11-2017,2017,TV-PG,85 min,85,,Comedy,Sample description of the show
s4283,TV Show,Show 4283,Show 4283,  Steven   Spielberg  ,Steven Spielberg,,South Korea,19-02-2016,2011,TV-MA,7 Seasons,,7,Drama,Sample description of the show
s4284,TV Show,Show 4284,Show 4284,,,,South Korea,06-04-2021,2001,TV-PG,81 min,81,,Horror,Sample description of the show
s4285,TV Show,Show 4285,Show 4285,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,,1997,G,171 min,171,,Drama,Sample description of the show
s4286,Movie,Show 4286,Show 4286,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",South Korea,23-03-2015,1982,PG-13,136 min,136,,Thriller,Sample description of the show
s4287,TV Show,Show 4287,Show 4287,Anita Desai,Anita Desai,,,23-10-2020,1983,R,89 min,89,,Thriller,Sample description of the show
s4288,TV Show,Show 4288,Show 4288,,,"Actor A, Actor B, Actor C",United Kingdom,30-07-2021,1988,G,156 min,156,,Thriller,Sample description of the show
s4289,TV Show,Show 4289,Show 4289,,,,,24-12-2016,2023,TV-14,1 Seasons,,1,Action,Sample description of the show
s4290,TV Show,Show 4290,Show 4290,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,27-09-2016,2013,TV-14,112 min,112,,Action,Sample description of the show
s4291,Movie,SHOW 4291,Show 4291,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",India,28-11-2016,2000,G,172 min,172,,Comedy,Sample description of the show
s4292,Movie,Show 4292,Show 4292,,,"Actor A, Actor B, Actor C",United States,27-12-2020,2009,PG-13,141 min,141,,Romance,Sample description of the show
s4293,TV Show,Show 4293,Show 4293,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",South Korea,16-06-2019,1996,PG,103 min,103,,Documentary,Sample description of the show
s4294,TV Show,Show 4294,Show 4294,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",South Korea,18-08-2018,2005,PG-13,145 min,145,,Drama,Sample description of the show
s4295,TV Show,Show 4295,Show 4295,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,15-07-2016,2020,G,5 Seasons,,5,Comedy,Sample description of the show
s4296,TV Show,Show 4296,Show 4296,,,"Actor A, Actor B, Actor C",,23-01-2018,2000,TV-MA,5 Seasons,,5,Documentary,Sample description of the show
s4297,TV Show,Show 4297,Show 4297,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",,13-02-2015,2006,,137 min,137,,Action,Sample description of the show
s4298,Movie,Show 4298,Show 4298,,,"Actor A, Actor B, Actor C",India,02-05-2017,2020,G,161 min,161,,Horror,Sample description of the show
s4299,Movie,Show 4299,Show 4299,John Smith,John Smith,"Actor A, Actor B, Actor C",Japan,04-10-2018,2012,PG,4 Seasons,,4,Action,Sample description of the show
s4300,TV Show,Show 4300,Show 4300,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,26-09-2015,2022,G,152 min,152,,Horror,Sample description of the show
s4301,Movie,Show 4301,Show 4301,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Japan,04-01-2019,2012,PG,142 min,142,,Thriller,Sample description of the show
s4302,TV Show,Show 4302,Show 4302,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Canada,31-01-2022,2012,TV-PG,80 min,80,,Documentary,Sample description of the show
s4303,TV Show,SHOW 4303,Show 4303,  Steven   Spielberg  ,Steven Spielberg,,United Kingdom,04-02-2022,2006,PG,119 min,119,,Comedy,Sample description of the show
s4304,Movie,Show 4304,Show 4304,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Japan,21-05-2018,1996,R,1 Seasons,,1,Thriller,Sample description of the show
s4305,Movie,Show 4305,Show 4305,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",,,2001,TV-MA,139 min,139,,Drama,Sample description of the show
s4306,TV Show,Show 4306,Show 4306,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",South Korea,19-03-2021,2016,PG-13,137 min,137,,Romance,Sample description of the show
s4307,Movie,Show 4307,Show 4307,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Canada,26-01-2015,1989,TV-14,134 min,134,,Comedy,Sample description of the show
s4308,Movie,Show 4308,Show 4308,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",,05-07-2020,2006,R,103 min,103,,Comedy,Sample description of the show
s4309,TV Show,Show 4309,Show 4309,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Japan,12-05-2018,1986,PG-13,129 min,129,,Action,Sample description of the show
s4310,TV Show,Show 4310,Show 4310,,,,United States,03-06-2020,2010,,103 min,103,,Romance,Sample description of the show
s4311,TV Show,SHOW 4311,Show 4311,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Japan,06-02-2021,2021,PG,115 min,115,,Thriller,Sample description of the show
s4312,TV Show,Show 4312,Show 4312,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",South Korea,23-01-2016,1993,R,3 Seasons,,3,Horror,Sample description of the show
s4313,TV Show,Show 4313,Show 4313,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Canada,18-01-2015,2009,TV-PG,2 Seasons,,2,Horror,Sample description of the show
s4314,TV Show,Show 4314,Show 4314,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United Kingdom,02-03-2016,1991,,6 Seasons,,6,Comedy,Sample description of the show
s4315,Movie,Show 4315,Show 4315,,,"Actor A, Actor B, Actor C",Japan,05-07-2022,2010,R,88 min,88,,Horror,Sample description of the show
s4316,Movie,Show 4316,Show 4316,John Smith,John Smith,"Actor A, Actor B, Actor C",United States,14-08-2015,1983,R,6 Seasons,,6,Action,Sample description of the show
s4317,Movie,Show 4317,Show 4317,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",United Kingdom,19-05-2022,1996,G,164 min,164,,Horror,Sample description of the show
s4318,Movie,Show 4318,Show 4318,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",South Korea,30-08-2021,1996,R,82 min,82,,Documentary,Sample description of the show
s4319,Movie,Show 4319,Show 4319,John Smith,John Smith,"Actor A, Actor B, Actor C",South Korea,24-06-2020,2010,TV-MA,81 min,81,,Romance,Sample description of the show
s4320,TV Show,Show 4320,Show 4320,Anita Desai,Anita Desai,,Japan,18-09-2018,2000,TV-14,109 min,109,,Thriller,Sample description of the show
s4321,TV Show,Show 4321,Show 4321,,,"Actor A, Actor B, Actor C",United Kingdom,14-12-2021,1992,PG-13,86 min,86,,Drama,Sample description of the show
s4322,Movie,Show 4322,Show 4322,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Japan,,2020,,170 min,170,,Documentary,Sample description of the show
s4323,Movie,Show 4323,Show 4323,John Smith,John Smith,"Actor A, Actor B, Actor C",South Korea,25-12-2020,2004,PG,100 min,100,,Drama,Sample description of the show
s4324,Movie,Show 4324,Show 4324,Raj Malhotra,Raj Malhotra,,South Korea,04-11-2020,1982,,99 min,99,,Horror,Sample description of the show
s4325,TV Show,Show 4325,Show 4325,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,14-06-2017,2003,,156 min,156,,Thriller,Sample description of the show
s4326,TV Show,Show 4326,Show 4326,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",South Korea,17-01-2022,1985,PG-13,148 min,148,,Comedy,Sample description of the show
s4327,Movie,Show 4327,Show 4327,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United Kingdom,09-07-2022,2019,TV-14,87 min,87,,Romance,Sample description of the show
s4328,TV Show,Show 4328,Show 4328,John Smith,John Smith,"Actor A, Actor B, Actor C",United Kingdom,20-05-2017,1990,PG,4 Seasons,,4,Horror,Sample description of the show
s4329,TV Show,Show 4329,Show 4329,John Smith,John Smith,"Actor A, Actor B, Actor C",United Kingdom,04-12-2017,1988,,126 min,126,,Action,Sample description of the show
s4330,Movie,Show 4330,Show 4330,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United States,13-09-2022,2000,,157 min,157,,Thriller,Sample description of the show
s4331,Movie,Show 4331,Show 4331,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",,25-02-2015,2012,TV-14,141 min,141,,Comedy,Sample description of the show
s4332,TV Show,Show 4332,Show 4332,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,,2000,,125 min,125,,Documentary,Sample description of the show
s4333,TV Show,Show 4333,Show 4333,,,"Actor A, Actor B, Actor C",United States,14-12-2021,1991,,97 min,97,,Action,Sample description of the show
s4334,TV Show,Show 4334,Show 4334,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",India,08-03-2015,2021,G,8 Seasons,,8,Thriller,Sample description of the show
s4335,TV Show,Show 4335,Show 4335,,,"Actor A, Actor B, Actor C",India,15-01-2018,2011,PG-13,8 Seasons,,8,Horror,Sample description of the show
